Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,y_true,proba,pred
Asia-Pacific,MSI,Gaming Laptop,M1,NVIDIA RTX 3060,4,256,Windows 11,Black,Reseller,Bank Transfer,1754.7,15,1491.49,1,1491.49,Enterprise,0,0.3675,1
North America,Lenovo,All-in-One,i3,NVIDIA GTX 1650,32,2048,Linux,Silver,Retail Store,Credit Card,2091.24,20,1672.99,1,1672.99,Enterprise,0,0.47,1
North America,Razer,All-in-One,M2,AMD Radeon Vega,8,2048,macOS,White,Retail Store,Credit Card,2019.24,10,1817.32,2,3634.64,Enterprise,0,0.4375,1
North America,Dell,Desktop,i7,NVIDIA RTX 2060,8,2048,macOS,White,Retail Store,Credit Card,1012.6,5,961.97,3,2885.91,Professional,1,0.42,1
North America,Asus,Desktop,M1,NVIDIA GTX 1650,8,2048,Windows 11,Gray,Retail Store,Credit Card,2183.05,10,1964.75,3,5894.25,Enterprise,1,0.435,1
Asia-Pacific,HP,Laptop,Ryzen 9,NVIDIA GTX 1650,32,512,Linux,Blue,Online,Credit Card,2936.44,5,2789.62,2,5579.24,Gamer,1,0.43,1
Asia-Pacific,Acer,All-in-One,M1,NVIDIA RTX 3060,16,1024,Windows 10,Silver,Retail Store,Bank Transfer,1929.4,0,1929.4,3,5788.2,Professional,0,0.3525,1
Asia-Pacific,HP,Laptop,Ryzen 7,NVIDIA GTX 1650,4,512,Linux,Silver,Retail Store,PayPal,1770.81,20,1416.65,3,4249.95,Gamer,1,0.3375,0
North America,MSI,Desktop,Ryzen 9,Intel UHD,16,2048,Windows 11,Black,Online,Credit Card,2627.36,20,2101.89,3,6305.67,Enterprise,1,0.43,1
Asia-Pacific,Asus,All-in-One,i5,Intel UHD,16,1024,Windows 11,Blue,Reseller,Bank Transfer,1856.86,10,1671.17,1,1671.17,Professional,0,0.4,1
Asia-Pacific,Apple,Laptop,i9,NVIDIA RTX 3060,16,1024,macOS,Gray,Retail Store,Debit Card,572.15,5,543.54,2,1087.08,Gamer,0,0.2825,0
North America,Dell,All-in-One,i3,Intel Iris,16,1024,macOS,Gray,Online,Debit Card,2445.4,20,1956.32,2,3912.64,Enterprise,0,0.57,1
Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,4,256,Linux,White,Retail Store,Debit Card,2812.53,20,2250.02,2,4500.04,Enterprise,1,0.375,1
Asia-Pacific,Lenovo,All-in-One,Ryzen 3,Intel Iris,8,512,macOS,Black,Retail Store,Bank Transfer,2014.32,5,1913.6,3,5740.8,Student,1,0.3825,1
Asia-Pacific,Samsung,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,16,512,Windows 11,Gray,Retail Store,PayPal,988.12,0,988.12,2,1976.24,Gamer,1,0.3675,1
North America,Asus,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,32,512,Linux,Black,Reseller,PayPal,463.99,0,463.99,3,1391.97,Professional,1,0.4675,1
Europe,Razer,Gaming Laptop,i9,NVIDIA RTX 3060,32,256,Linux,Blue,Retail Store,Credit Card,1608.38,0,1608.38,1,1608.38,Enterprise,0,0.4575,1
North America,Apple,Desktop,i7,Intel Iris,32,2048,macOS,White,Retail Store,PayPal,1081.5,20,865.2,2,1730.4,Professional,0,0.4225,1
Asia-Pacific,Samsung,Desktop,i5,Intel Iris,4,1024,Windows 11,Gray,Reseller,Credit Card,1697.42,20,1357.94,1,1357.94,Student,0,0.375,1
Asia-Pacific,Asus,Laptop,i7,AMD Radeon Vega,32,2048,macOS,Gray,Retail Store,Credit Card,1401.84,10,1261.66,2,2523.32,Enterprise,0,0.4125,1
Asia-Pacific,Acer,All-in-One,Ryzen 9,AMD Radeon Vega,8,256,Linux,Gray,Reseller,Debit Card,2670.52,15,2269.94,2,4539.88,Gamer,1,0.365,1
North America,Samsung,Laptop,M2,NVIDIA RTX 3060,4,1024,Windows 10,Silver,Retail Store,Debit Card,450.47,5,427.95,1,427.95,Enterprise,0,0.42,1
Asia-Pacific,Apple,Gaming Laptop,i7,AMD Radeon Vega,4,2048,macOS,Blue,Online,PayPal,769.26,5,730.8,3,2192.4,Gamer,0,0.405,1
Asia-Pacific,Microsoft,Desktop,M1,AMD Radeon Vega,16,2048,Windows 11,Blue,Online,Debit Card,2987.39,10,2688.65,2,5377.3,Professional,0,0.3775,1
Asia-Pacific,Lenovo,All-in-One,M1,AMD Radeon Vega,16,512,Windows 11,Black,Online,Debit Card,826.3,5,784.98,3,2354.94,Professional,0,0.4325,1
North America,Acer,Laptop,M2,NVIDIA RTX 3060,4,1024,macOS,Black,Online,PayPal,1020.17,15,867.14,2,1734.28,Enterprise,0,0.4125,1
Europe,Lenovo,Gaming Laptop,M1,NVIDIA GTX 1650,4,256,Windows 10,Silver,Online,Bank Transfer,2769.67,10,2492.7,2,4985.4,Gamer,1,0.2525,0
Europe,HP,Laptop,Ryzen 9,NVIDIA GTX 1650,16,2048,Windows 11,White,Reseller,Credit Card,2270.66,5,2157.13,2,4314.26,Professional,0,0.4,1
North America,Samsung,All-in-One,i5,NVIDIA RTX 2060,16,1024,Windows 11,White,Online,Bank Transfer,2654.43,15,2256.27,3,6768.81,Enterprise,0,0.4525,1
Asia-Pacific,Acer,Desktop,i5,AMD Radeon Vega,4,256,Linux,Gray,Retail Store,Bank Transfer,2723.94,15,2315.35,1,2315.35,Student,0,0.3575,1
Asia-Pacific,Lenovo,All-in-One,i5,NVIDIA RTX 3060,4,256,Linux,White,Reseller,Debit Card,1827.19,0,1827.19,2,3654.38,Enterprise,0,0.435,1
North America,HP,Gaming Laptop,i9,AMD Radeon Vega,16,256,Linux,Blue,Reseller,Bank Transfer,666.81,5,633.47,2,1266.94,Student,1,0.4125,1
North America,Lenovo,Laptop,i7,Intel Iris,4,1024,macOS,Gray,Retail Store,Bank Transfer,934.36,5,887.64,2,1775.28,Enterprise,0,0.3875,1
Asia-Pacific,Microsoft,Desktop,M1,NVIDIA GTX 1650,32,2048,Windows 11,Black,Reseller,Bank Transfer,2532.29,20,2025.83,1,2025.83,Student,0,0.4275,1
Asia-Pacific,Samsung,All-in-One,i3,Intel Iris,16,2048,macOS,Black,Retail Store,Bank Transfer,1205.11,10,1084.6,1,1084.6,Student,1,0.385,1
Asia-Pacific,Samsung,Gaming Laptop,M1,Intel Iris,32,2048,macOS,White,Reseller,Credit Card,891.25,20,713.0,1,713.0,Professional,1,0.3175,0
North America,Microsoft,Desktop,Ryzen 9,NVIDIA RTX 3060,4,512,macOS,White,Online,Credit Card,2704.53,20,2163.62,2,4327.24,Professional,0,0.48,1
North America,Lenovo,Laptop,Ryzen 9,Intel UHD,16,2048,macOS,Gray,Reseller,Credit Card,1499.34,15,1274.44,1,1274.44,Enterprise,1,0.3825,1
Asia-Pacific,HP,Desktop,i5,AMD Radeon Vega,32,2048,macOS,Gray,Retail Store,Credit Card,468.51,10,421.66,2,843.32,Enterprise,1,0.395,1
Europe,Samsung,All-in-One,Ryzen 9,Intel UHD,32,2048,Linux,White,Online,Credit Card,2601.51,10,2341.36,2,4682.72,Enterprise,0,0.395,1
Asia-Pacific,Asus,Gaming Laptop,M1,NVIDIA RTX 2060,8,2048,Linux,Blue,Retail Store,Credit Card,444.17,5,421.96,1,421.96,Gamer,0,0.3625,1
Europe,Lenovo,All-in-One,Ryzen 9,NVIDIA GTX 1650,32,512,macOS,Blue,Retail Store,Debit Card,848.05,20,678.44,1,678.44,Gamer,1,0.3325,0
Europe,HP,Gaming Laptop,M1,NVIDIA RTX 3060,32,1024,Linux,White,Retail Store,Debit Card,2863.86,10,2577.47,2,5154.94,Professional,0,0.3725,1
Europe,Asus,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,8,1024,macOS,White,Reseller,Bank Transfer,959.44,10,863.5,1,863.5,Gamer,0,0.44,1
Asia-Pacific,Apple,Laptop,Ryzen 9,Intel UHD,16,256,macOS,Blue,Online,Credit Card,1585.36,15,1347.56,2,2695.12,Professional,1,0.3725,1
North America,Dell,All-in-One,i7,Intel UHD,32,512,macOS,Black,Online,Bank Transfer,1202.9,20,962.32,2,1924.64,Student,0,0.4075,1
Asia-Pacific,Dell,Desktop,i7,Intel Iris,16,1024,Windows 11,Gray,Reseller,PayPal,2049.32,10,1844.39,2,3688.78,Enterprise,1,0.385,1
Europe,Microsoft,Laptop,M2,Intel Iris,8,2048,Windows 10,Gray,Retail Store,Bank Transfer,1444.6,15,1227.91,2,2455.82,Enterprise,0,0.3925,1
North America,Samsung,Gaming Laptop,i3,Intel Iris,32,2048,Windows 10,Gray,Retail Store,PayPal,553.69,5,526.01,1,526.01,Enterprise,0,0.375,1
Europe,Lenovo,Laptop,Ryzen 5,AMD Radeon Vega,32,256,macOS,Silver,Online,Bank Transfer,606.04,5,575.74,1,575.74,Student,0,0.3475,0
Europe,Asus,Laptop,i5,NVIDIA RTX 2060,32,256,Windows 10,Silver,Reseller,PayPal,2008.48,15,1707.21,1,1707.21,Gamer,0,0.375,1
North America,Apple,All-in-One,Ryzen 3,Intel UHD,4,512,macOS,Black,Online,Credit Card,1360.97,20,1088.78,1,1088.78,Gamer,1,0.435,1
Asia-Pacific,MSI,Laptop,i5,NVIDIA RTX 2060,32,1024,Windows 10,Gray,Online,PayPal,2639.16,10,2375.24,3,7125.72,Enterprise,0,0.325,0
North America,Asus,Desktop,Ryzen 3,NVIDIA RTX 3060,32,512,Windows 11,White,Online,Credit Card,1777.24,10,1599.52,2,3199.04,Student,1,0.43,1
Asia-Pacific,Lenovo,Desktop,Ryzen 9,NVIDIA RTX 3060,4,1024,Linux,Blue,Retail Store,Credit Card,704.98,10,634.48,1,634.48,Gamer,1,0.425,1
Europe,Asus,All-in-One,i7,Intel Iris,4,2048,Windows 10,Black,Online,PayPal,2722.44,20,2177.95,1,2177.95,Student,0,0.335,0
North America,Dell,All-in-One,Ryzen 5,Intel Iris,32,512,Linux,White,Reseller,Debit Card,453.91,0,453.91,3,1361.73,Student,1,0.335,0
Europe,HP,Laptop,i9,NVIDIA GTX 1650,16,256,Windows 11,Gray,Reseller,PayPal,1165.7,0,1165.7,3,3497.1,Enterprise,0,0.4425,1
Asia-Pacific,Dell,Laptop,Ryzen 9,NVIDIA RTX 3060,32,2048,Windows 10,Black,Online,Debit Card,1899.17,10,1709.25,2,3418.5,Student,0,0.405,1
Europe,HP,All-in-One,Ryzen 9,Intel UHD,4,1024,Windows 11,Black,Retail Store,Credit Card,2423.94,20,1939.15,2,3878.3,Student,0,0.365,1
North America,Acer,Desktop,i3,Intel Iris,16,1024,Windows 11,Blue,Retail Store,Bank Transfer,1982.29,20,1585.83,3,4757.49,Gamer,0,0.4225,1
Europe,Razer,Desktop,Ryzen 7,Intel UHD,8,1024,macOS,Blue,Reseller,Bank Transfer,567.39,10,510.65,3,1531.95,Enterprise,1,0.37,1
Asia-Pacific,Razer,Laptop,Ryzen 3,AMD Radeon Vega,32,2048,Windows 10,Silver,Retail Store,PayPal,2299.2,15,1954.32,1,1954.32,Gamer,0,0.4075,1
Europe,Razer,Gaming Laptop,Ryzen 5,Intel Iris,8,512,macOS,Silver,Online,Credit Card,574.19,20,459.35,1,459.35,Professional,1,0.295,0
Europe,Samsung,Gaming Laptop,M1,NVIDIA GTX 1650,8,2048,Linux,Gray,Online,Credit Card,617.85,10,556.07,1,556.07,Student,0,0.335,0
Europe,Microsoft,Gaming Laptop,i9,AMD Radeon Vega,4,2048,Linux,Gray,Online,Bank Transfer,1617.57,5,1536.69,2,3073.38,Student,0,0.3375,0
Europe,HP,All-in-One,Ryzen 3,NVIDIA RTX 2060,16,256,macOS,Gray,Online,Credit Card,1891.2,5,1796.64,3,5389.92,Enterprise,0,0.45,1
Europe,Razer,Desktop,Ryzen 9,NVIDIA GTX 1650,8,512,macOS,Gray,Online,PayPal,1862.47,0,1862.47,3,5587.41,Gamer,1,0.285,0
North America,Razer,All-in-One,Ryzen 3,NVIDIA RTX 3060,32,256,Windows 11,Blue,Reseller,Credit Card,1389.85,5,1320.36,3,3961.08,Professional,1,0.4125,1
North America,MSI,Desktop,Ryzen 3,AMD Radeon Vega,32,1024,Windows 10,Blue,Online,Debit Card,477.17,20,381.74,3,1145.22,Student,1,0.3875,1
Asia-Pacific,HP,All-in-One,Ryzen 5,AMD Radeon Vega,8,2048,Windows 11,White,Retail Store,Debit Card,787.71,0,787.71,2,1575.42,Professional,1,0.39,1
Europe,Microsoft,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,16,512,Windows 10,White,Reseller,PayPal,1816.41,0,1816.41,1,1816.41,Professional,1,0.325,0
Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 3,AMD Radeon Vega,4,1024,Linux,Gray,Online,Bank Transfer,2505.79,15,2129.92,3,6389.76,Gamer,1,0.405,1
Asia-Pacific,Dell,Laptop,Ryzen 9,NVIDIA RTX 3060,8,512,Windows 11,Gray,Reseller,Bank Transfer,1112.45,5,1056.83,3,3170.49,Professional,1,0.4,1
Europe,MSI,Gaming Laptop,Ryzen 9,Intel UHD,16,2048,Linux,Silver,Reseller,PayPal,2120.92,15,1802.78,1,1802.78,Gamer,1,0.2875,0
Europe,HP,Gaming Laptop,M1,NVIDIA RTX 3060,4,1024,macOS,Silver,Retail Store,PayPal,1503.71,10,1353.34,2,2706.68,Professional,1,0.39,1
Europe,Acer,Desktop,i9,NVIDIA GTX 1650,4,1024,Linux,Silver,Reseller,Debit Card,749.55,5,712.07,2,1424.14,Gamer,1,0.3025,0
North America,Samsung,Desktop,Ryzen 5,Intel Iris,8,512,Windows 10,Blue,Online,PayPal,2592.42,5,2462.8,3,7388.4,Student,1,0.4425,1
Asia-Pacific,Asus,All-in-One,i3,AMD Radeon Vega,32,2048,macOS,Black,Reseller,Credit Card,2374.5,20,1899.6,2,3799.2,Student,0,0.525,1
North America,Apple,All-in-One,i5,NVIDIA RTX 3060,8,256,macOS,Blue,Retail Store,PayPal,1035.4,15,880.09,2,1760.18,Student,1,0.3825,1
Asia-Pacific,Razer,Desktop,Ryzen 3,NVIDIA RTX 3060,4,256,Windows 11,Gray,Online,Bank Transfer,2453.63,20,1962.9,1,1962.9,Enterprise,0,0.3725,1
North America,Dell,Laptop,M1,Intel UHD,32,2048,Windows 10,Gray,Reseller,Bank Transfer,2484.01,0,2484.01,3,7452.03,Student,0,0.3575,1
Europe,Razer,All-in-One,i9,NVIDIA GTX 1650,32,2048,Windows 10,Gray,Retail Store,PayPal,2834.65,15,2409.45,2,4818.9,Professional,1,0.3125,0
North America,Acer,Laptop,Ryzen 9,NVIDIA GTX 1650,4,256,macOS,Blue,Reseller,Bank Transfer,1989.82,15,1691.35,2,3382.7,Professional,1,0.39,1
North America,Asus,Laptop,i5,AMD Radeon Vega,32,2048,macOS,Blue,Reseller,PayPal,472.77,10,425.49,2,850.98,Gamer,0,0.4,1
Asia-Pacific,Lenovo,Desktop,Ryzen 9,Intel Iris,8,2048,Linux,Blue,Reseller,Bank Transfer,1279.42,15,1087.51,3,3262.53,Enterprise,0,0.395,1
Europe,Samsung,Desktop,M1,Intel UHD,32,512,macOS,Blue,Reseller,Debit Card,2287.71,20,1830.17,1,1830.17,Student,0,0.4525,1
North America,Asus,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,16,2048,Windows 11,Gray,Reseller,Bank Transfer,2725.52,20,2180.42,1,2180.42,Gamer,1,0.43,1
Europe,Razer,Desktop,M1,Intel Iris,4,256,macOS,White,Reseller,Bank Transfer,939.44,5,892.47,1,892.47,Professional,0,0.3725,1
Europe,Asus,All-in-One,M1,AMD Radeon Vega,8,256,Windows 10,Gray,Reseller,Credit Card,1168.5,10,1051.65,1,1051.65,Gamer,0,0.3575,1
Europe,Lenovo,Desktop,Ryzen 9,NVIDIA RTX 3060,16,256,Linux,Black,Reseller,PayPal,994.76,5,945.02,1,945.02,Enterprise,0,0.3925,1
North America,Asus,All-in-One,M2,AMD Radeon Vega,16,512,Windows 11,Blue,Retail Store,Bank Transfer,2067.22,20,1653.78,1,1653.78,Professional,0,0.4225,1
Asia-Pacific,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 3060,4,256,Linux,Silver,Online,PayPal,474.84,15,403.61,3,1210.83,Gamer,0,0.37,1
Europe,Acer,Desktop,Ryzen 9,NVIDIA GTX 1650,8,2048,Linux,Silver,Reseller,Credit Card,2695.44,20,2156.35,2,4312.7,Gamer,1,0.31,0
Europe,Acer,All-in-One,i9,NVIDIA RTX 3060,32,256,Linux,Black,Online,Credit Card,1219.97,10,1097.97,1,1097.97,Professional,0,0.365,1
North America,Samsung,All-in-One,M1,Intel Iris,4,256,Windows 11,Blue,Reseller,Credit Card,2312.2,15,1965.37,3,5896.11,Professional,0,0.345,0
North America,Microsoft,Laptop,Ryzen 7,NVIDIA RTX 2060,8,512,Windows 10,Gray,Reseller,PayPal,2040.65,15,1734.55,3,5203.65,Student,0,0.335,0
Europe,Apple,All-in-One,M1,Intel UHD,32,1024,macOS,White,Retail Store,Credit Card,2717.58,5,2581.7,1,2581.7,Enterprise,1,0.44,1
Asia-Pacific,Acer,Gaming Laptop,Ryzen 5,Intel Iris,16,1024,Windows 11,Silver,Online,PayPal,1154.92,20,923.94,3,2771.82,Student,0,0.3275,0
North America,Samsung,Gaming Laptop,M2,Intel UHD,32,1024,macOS,Silver,Online,Credit Card,923.51,5,877.33,1,877.33,Gamer,1,0.3,0
Asia-Pacific,Apple,Desktop,i9,AMD Radeon Vega,8,512,macOS,Silver,Online,Bank Transfer,2386.29,0,2386.29,2,4772.58,Student,1,0.335,0
North America,Acer,Desktop,i9,NVIDIA GTX 1650,4,1024,Windows 10,Gray,Retail Store,Bank Transfer,1430.73,10,1287.66,1,1287.66,Enterprise,0,0.4,1
Europe,Acer,All-in-One,M2,Intel Iris,4,2048,Windows 11,Black,Retail Store,Bank Transfer,2982.33,15,2534.98,1,2534.98,Professional,0,0.4075,1
Europe,Microsoft,All-in-One,i5,NVIDIA RTX 2060,16,256,Windows 11,Silver,Online,PayPal,2301.53,10,2071.38,1,2071.38,Student,1,0.3225,0
Europe,MSI,Desktop,Ryzen 9,Intel UHD,8,2048,Windows 11,Blue,Online,Debit Card,2258.57,15,1919.78,3,5759.34,Professional,0,0.325,0
North America,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,2048,macOS,Silver,Reseller,Credit Card,1283.03,20,1026.42,2,2052.84,Enterprise,1,0.4075,1
North America,Acer,Gaming Laptop,i5,NVIDIA GTX 1650,4,256,Windows 11,Silver,Reseller,PayPal,906.29,15,770.35,2,1540.7,Enterprise,1,0.345,0
Asia-Pacific,Samsung,Desktop,i7,NVIDIA GTX 1650,4,256,macOS,Blue,Retail Store,Bank Transfer,596.34,10,536.71,1,536.71,Professional,1,0.41,1
Europe,Apple,Laptop,M1,NVIDIA RTX 3060,16,512,macOS,Blue,Retail Store,PayPal,433.53,20,346.82,2,693.64,Professional,0,0.41,1
North America,Microsoft,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,8,2048,Linux,Gray,Reseller,PayPal,2463.71,5,2340.52,3,7021.56,Student,0,0.36,1
Europe,Acer,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,16,1024,Linux,Gray,Reseller,PayPal,2378.81,20,1903.05,3,5709.15,Student,1,0.3875,1
Asia-Pacific,Dell,Desktop,Ryzen 7,NVIDIA RTX 3060,8,512,Linux,Blue,Reseller,Debit Card,2625.12,15,2231.35,2,4462.7,Professional,1,0.425,1
North America,Razer,All-in-One,i3,Intel UHD,4,512,macOS,Black,Retail Store,PayPal,2796.98,10,2517.28,2,5034.56,Gamer,1,0.435,1
Asia-Pacific,Acer,Gaming Laptop,M2,Intel Iris,16,256,Windows 11,Silver,Retail Store,PayPal,2521.9,5,2395.8,3,7187.4,Gamer,0,0.465,1
North America,HP,All-in-One,M1,NVIDIA RTX 2060,16,2048,macOS,Silver,Retail Store,Debit Card,546.64,0,546.64,2,1093.28,Student,1,0.3,0
Asia-Pacific,MSI,Laptop,Ryzen 5,Intel Iris,16,1024,Windows 10,Gray,Retail Store,Bank Transfer,530.49,0,530.49,1,530.49,Professional,0,0.3825,1
Asia-Pacific,Samsung,All-in-One,Ryzen 5,NVIDIA RTX 2060,8,512,Linux,Gray,Online,Bank Transfer,2338.79,10,2104.91,3,6314.73,Student,1,0.485,1
North America,Samsung,All-in-One,M2,NVIDIA RTX 2060,4,256,Windows 10,White,Online,Debit Card,1842.16,0,1842.16,3,5526.48,Gamer,1,0.345,0
North America,Microsoft,Desktop,Ryzen 5,AMD Radeon Vega,4,256,Linux,Gray,Retail Store,PayPal,1400.69,10,1260.62,3,3781.86,Professional,0,0.355,1
North America,Razer,All-in-One,i5,Intel UHD,8,512,macOS,Gray,Retail Store,Bank Transfer,737.64,5,700.76,3,2102.28,Professional,0,0.4,1
Asia-Pacific,Lenovo,All-in-One,M2,Intel UHD,4,256,Linux,Gray,Reseller,PayPal,731.7,5,695.12,3,2085.36,Gamer,1,0.3125,0
Europe,Lenovo,Gaming Laptop,i3,Intel Iris,4,256,macOS,Blue,Online,Debit Card,2033.27,10,1829.94,2,3659.88,Enterprise,1,0.4675,1
North America,Razer,All-in-One,i9,NVIDIA GTX 1650,4,256,Windows 11,White,Reseller,Bank Transfer,492.61,5,467.98,1,467.98,Student,0,0.415,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 3,Intel Iris,8,256,Windows 10,Black,Online,Bank Transfer,895.25,15,760.96,3,2282.88,Student,1,0.4375,1
North America,Samsung,Laptop,Ryzen 3,Intel UHD,16,1024,Windows 10,Gray,Retail Store,Bank Transfer,1349.33,10,1214.4,1,1214.4,Student,1,0.4475,1
Europe,MSI,Desktop,i5,NVIDIA RTX 2060,32,512,Windows 11,Black,Retail Store,PayPal,2965.28,10,2668.75,1,2668.75,Enterprise,1,0.4125,1
Europe,Asus,All-in-One,M2,Intel Iris,16,256,Windows 10,White,Retail Store,Bank Transfer,947.74,20,758.19,3,2274.57,Student,1,0.375,1
North America,Lenovo,Gaming Laptop,Ryzen 9,Intel UHD,32,512,Windows 11,Blue,Retail Store,PayPal,2804.54,15,2383.86,1,2383.86,Gamer,0,0.4375,1
North America,Razer,Desktop,M1,Intel Iris,8,2048,Windows 11,Black,Online,PayPal,1525.94,10,1373.35,2,2746.7,Enterprise,0,0.42,1
Europe,MSI,Laptop,i9,NVIDIA RTX 2060,4,256,macOS,Silver,Reseller,Debit Card,2220.97,5,2109.92,2,4219.84,Enterprise,1,0.4975,1
North America,HP,Gaming Laptop,i7,NVIDIA GTX 1650,4,512,Windows 11,Blue,Reseller,Bank Transfer,1776.61,15,1510.12,1,1510.12,Student,0,0.35,1
North America,MSI,All-in-One,i5,AMD Radeon Vega,8,2048,Linux,Silver,Reseller,Bank Transfer,1025.35,10,922.81,2,1845.62,Gamer,1,0.355,1
North America,Dell,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,16,256,macOS,White,Online,Bank Transfer,2888.7,0,2888.7,1,2888.7,Enterprise,0,0.3975,1
North America,Razer,All-in-One,Ryzen 5,AMD Radeon Vega,32,2048,Windows 10,Black,Retail Store,Debit Card,1461.99,15,1242.69,2,2485.38,Student,0,0.5225,1
North America,Samsung,Desktop,M1,AMD Radeon Vega,4,1024,Windows 10,Black,Online,Credit Card,2271.56,20,1817.25,1,1817.25,Student,1,0.3575,1
North America,Microsoft,All-in-One,i3,AMD Radeon Vega,4,2048,Windows 11,Gray,Retail Store,Bank Transfer,2253.98,0,2253.98,2,4507.96,Student,1,0.385,1
Europe,Dell,Desktop,Ryzen 5,Intel Iris,32,2048,Linux,Silver,Reseller,Bank Transfer,2198.23,10,1978.41,3,5935.23,Gamer,1,0.4475,1
Europe,Asus,Laptop,i3,Intel UHD,4,2048,Windows 10,Gray,Reseller,Bank Transfer,533.15,5,506.49,1,506.49,Professional,1,0.3525,1
Europe,Asus,Desktop,i5,Intel Iris,4,512,Linux,Blue,Reseller,Credit Card,621.51,10,559.36,1,559.36,Gamer,0,0.445,1
Asia-Pacific,MSI,Laptop,i7,NVIDIA RTX 2060,16,1024,Windows 10,Silver,Online,Bank Transfer,1436.06,15,1220.65,3,3661.95,Professional,1,0.4025,1
North America,Apple,Laptop,M1,Intel Iris,4,2048,macOS,Gray,Retail Store,Bank Transfer,2290.04,10,2061.04,3,6183.12,Professional,0,0.445,1
Asia-Pacific,HP,All-in-One,Ryzen 9,Intel Iris,16,256,macOS,Blue,Retail Store,Bank Transfer,1201.71,15,1021.45,3,3064.35,Student,1,0.3075,0
Asia-Pacific,Asus,Laptop,i9,NVIDIA GTX 1650,8,2048,Windows 10,Silver,Retail Store,PayPal,1494.75,10,1345.28,1,1345.28,Student,1,0.43,1
Europe,Microsoft,All-in-One,M1,NVIDIA GTX 1650,8,2048,Linux,Black,Reseller,Credit Card,663.46,10,597.11,1,597.11,Student,1,0.4725,1
Europe,Dell,All-in-One,Ryzen 7,Intel Iris,4,512,Windows 11,White,Reseller,Credit Card,2986.34,5,2837.02,1,2837.02,Gamer,0,0.3825,1
North America,Dell,All-in-One,Ryzen 3,Intel UHD,32,256,macOS,White,Reseller,Credit Card,1751.93,20,1401.54,1,1401.54,Enterprise,0,0.37,1
Asia-Pacific,Asus,Laptop,i9,Intel UHD,16,256,Linux,Gray,Reseller,Debit Card,1379.08,0,1379.08,1,1379.08,Student,1,0.39,1
North America,Acer,Desktop,i3,NVIDIA RTX 2060,32,256,Linux,White,Reseller,Debit Card,668.05,0,668.05,2,1336.1,Student,0,0.365,1
North America,Apple,Gaming Laptop,i3,NVIDIA RTX 3060,32,2048,macOS,Gray,Online,Bank Transfer,2076.69,0,2076.69,1,2076.69,Professional,0,0.4625,1
Asia-Pacific,Dell,Gaming Laptop,Ryzen 3,Intel Iris,8,256,Windows 11,Black,Reseller,PayPal,1938.48,20,1550.78,3,4652.34,Student,1,0.395,1
Asia-Pacific,Microsoft,Gaming Laptop,i3,AMD Radeon Vega,8,512,macOS,Silver,Online,Debit Card,684.77,5,650.53,1,650.53,Professional,0,0.315,0
Asia-Pacific,MSI,Laptop,i9,Intel UHD,4,512,Windows 10,Gray,Retail Store,Debit Card,1292.85,10,1163.57,2,2327.14,Professional,0,0.3,0
Europe,Asus,Laptop,Ryzen 9,Intel UHD,4,1024,macOS,Blue,Retail Store,Credit Card,1526.88,15,1297.85,2,2595.7,Gamer,0,0.32,0
North America,MSI,All-in-One,Ryzen 9,NVIDIA GTX 1650,32,1024,Windows 10,Silver,Reseller,Bank Transfer,722.2,5,686.09,1,686.09,Gamer,0,0.34,0
Europe,HP,Laptop,i5,Intel Iris,8,512,Windows 10,White,Reseller,Credit Card,2280.57,20,1824.46,3,5473.38,Student,0,0.4375,1
Europe,Lenovo,Laptop,Ryzen 5,NVIDIA RTX 3060,16,512,Windows 10,Black,Reseller,Bank Transfer,2014.51,20,1611.61,3,4834.83,Gamer,1,0.36,1
Asia-Pacific,Microsoft,Desktop,M2,NVIDIA RTX 2060,16,2048,Linux,White,Retail Store,PayPal,1874.78,0,1874.78,2,3749.56,Student,0,0.4175,1
Europe,Samsung,Desktop,Ryzen 5,Intel Iris,4,2048,Linux,Black,Online,Debit Card,2796.53,10,2516.88,3,7550.64,Professional,1,0.3875,1
North America,HP,Gaming Laptop,M2,Intel UHD,32,512,Windows 10,Black,Retail Store,Credit Card,1379.82,10,1241.84,2,2483.68,Student,1,0.3875,1
North America,Apple,Laptop,Ryzen 3,Intel UHD,4,1024,macOS,Gray,Reseller,Debit Card,601.48,15,511.26,2,1022.52,Professional,0,0.43,1
